FSO_Attenuation_Visibility_dB,FSO_Attenuation_Cloud_Model_dB,RF_Total_Attenuation_dB
-83.487206,227.01714,133.4805
-644.1407,-9794.069,107.0972
-41.245472,133.14684,143.74095
-507.45627,-7387.14,119.26415
67.324135,662.25885,137.61877
-29.39128,-837.06055,156.02223
-101.59955,-1249.188,134.92969
42.01158,-2924.2893,113.80822
-396.3573,-5074.619,120.16385
-183.90419,-4638.1196,117.315186
-521.9333,-8941.624,111.028656
-84.19521,-546.07874,172.75517
-191.7593,-3652.4895,123.10101
-64.38737,-1386.6284,160.4123
-479.0713,-7813.192,117.0368
-209.84937,-2890.3333,128.2615
-517.9935,-8101.8765,99.28504
-442.67673,-4288.927,135.37086
-6.2105474,-184.0248,135.07301
-387.67206,-6584.1694,107.93915
-72.3602,-1605.5562,140.77773
-119.14461,-2644.1655,114.79655
-139.06671,-2494.6682,132.31062
-268.80258,-4732.4287,124.80699
-77.87896,-1023.3113,151.20242
-275.43906,-3667.7908,120.70679
-32.525658,-812.704,141.83688
46.301014,-737.45386,131.52208
-100.57801,-2409.604,133.3403
68.41372,-620.8346,135.65431
64.5515,-1051.3584,138.15152
-515.94025,-7637.2007,123.67991
-42.85282,-3894.2585,118.17516
-237.74573,-4666.064,109.19781
-10.636075,347.71494,150.08348
-15.877873,-827.8977,149.21262
-495.6716,-7581.188,124.98397
106.00472,-1510.0918,151.87608
-123.15103,-1379.1736,122.4975
55.929703,-263.1365,144.21236
-562.649,-7096.343,126.57964
-209.54659,-2548.9016,127.89831
-97.02382,-357.57303,139.30602
-53.322895,-153.85042,159.99608
-261.66324,-3854.8113,132.0658
-581.7131,-8292.226,114.85356
-470.00906,-4859.54,117.374626
-59.68085,891.56537,152.44197
58.429867,54.599953,143.632
-188.53029,-2876.6604,132.34901
-209.68779,-2190.1753,140.54253
-406.6525,-6519.073,124.634796
-72.43868,-107.49734,157.04051
-110.09722,-951.97485,140.29759
-283.15826,-3386.911,136.21135
-396.53394,-4694.97,106.437065
11.023107,672.62164,144.89668
-24.228811,-474.0685,146.65932
90.06557,970.9767,135.91759
-56.856174,-772.95044,161.40633
-155.17227,-1507.228,153.2038
-318.65195,-4748.516,112.03916
-551.6199,-7492.817,125.75883
-338.66498,-4232.342,130.73412
-200.34914,-3682.9407,125.8177
113.08684,-786.82214,131.34773
-234.46153,-3361.7302,126.53265
-432.14523,-7368.9126,114.63913
-279.04453,-3598.1736,136.43451
-213.71338,-1457.4707,183.4457
-94.95147,-1268.1152,124.62424
-198.23398,-3804.1453,121.21441
178.93042,-684.9949,128.31667
-605.34344,-6582.7173,109.706635
-125.040375,-700.7999,136.77551
-343.56274,-4948.273,118.21258
66.45195,-23.154747,151.75436
-7.916898,226.28178,172.2094
-87.755875,-1992.6538,130.12155
113.64179,-370.33817,141.54854
-128.89087,-777.3762,125.945496
-117.39876,-2684.3308,131.19627
-173.4802,-969.6864,172.37805
-274.45322,-1876.779,164.58517
13.416578,-721.3262,158.57892
25.38041,179.68333,154.29622
86.3929,979.6102,154.09277
-248.55202,-5009.1973,107.27835
-183.6589,-3399.529,119.49115
-140.9753,-2840.657,141.01155
90.78829,-36.229942,137.67528
-40.04771,-2151.175,143.3582
-152.97786,-994.05786,169.35297
-54.950115,-1001.16235,151.44867
-76.6425,-1715.7883,142.14433
-109.46052,-2404.3928,133.8085
49.966717,190.90288,140.1378
-218.25949,-1690.4907,139.36957
-108.14977,-2470.6462,161.354
-29.681314,-735.33936,151.16492
-131.6807,-3044.2102,138.07852
-11.055762,-2046.3789,135.50455
-223.92046,-2810.6028,133.93492
-97.20132,-2334.3584,120.38917
-513.95276,-7892.2075,100.476425
-73.6973,-1789.4753,141.66885
-258.54678,-5663.858,116.14429
-33.835564,-444.28543,132.72777
-173.97707,-1784.3767,134.09576
-123.49448,-2556.2617,129.96582
-279.52023,-4631.84,137.01918
-34.22498,-1087.6136,143.89539
-274.5167,-6544.9014,120.831535
-235.62337,-2170.3853,142.7707
114.19636,243.7365,149.65262
-156.5251,-1211.9536,158.85457
-0.60324,-13.3218,164.73071
-147.25043,-3239.7356,128.87416
-292.7546,-4798.6074,119.26872
-69.635,-1405.698,137.357
-5.676938,-1973.9402,131.71991
-209.75497,-5714.6436,122.42814
-233.18929,-3528.3757,130.04196
-113.54552,-6712.0493,112.22307
-89.87936,-651.55566,139.18788
-58.678448,-1667.9128,129.85374
-15.94056,456.5028,148.24928
-81.205154,-2052.8499,132.1374
-13.722865,406.2576,141.13857
143.80951,-1750.717,124.37137
-317.0381,-4440.9473,122.301125
69.443634,-1149.1263,152.72363
-84.16773,-2383.1807,140.14285
-165.07877,-2923.3445,130.20604
-91.02157,-17.263329,151.15343
-134.85779,-355.78983,140.20697
45.33097,-394.58743,145.65454
-79.238945,-3627.9158,122.658195
-81.418205,-1487.9402,121.55608
-461.06998,-7006.487,108.90056
-389.90857,-5654.988,102.14624
-110.83536,-1704.2388,136.15648
-118.63147,-2267.3438,122.56559
-178.34698,-2160.402,129.39725
-56.37215,-1331.3843,140.26865
35.654396,23.849098,163.30756
-201.37744,-3383.5974,148.9862
-247.34352,-4568.453,98.607086
-195.85542,-4426.574,121.62544
-401.67203,-3486.2493,137.2383
-234.53568,-2954.736,125.74211
-128.51395,-883.5127,144.86916
-65.97646,-2920.262,139.68057
-450.65643,-6638.114,124.98621
-397.8276,-5648.2637,124.56464
-458.24976,-9327.775,116.39861
-493.5824,-6045.823,140.40302
-283.01434,-5113.207,135.46136
18.437027,519.01874,145.726
-276.52194,-2855.4348,154.91241
-105.11636,-922.0558,132.38866
-35.65164,-612.46423,139.91254
-40.434376,-378.51956,154.0507
-13.279437,-556.69385,152.81012
2.766427,912.9369,142.93642
-157.67743,-2753.1956,120.32743
48.635735,-608.8353,123.36823
-218.9547,-2529.3667,137.81818
-199.93277,-2342.9858,133.18207
-197.78848,-2586.155,142.86824
-307.9703,-4658.677,123.37779
-153.2942,-2630.4233,125.152374
169.2225,365.50476,168.36765
-413.47232,-5800.6177,108.73289
9.795005,-629.9143,143.39107
-125.0827,-747.84827,149.24896
-309.81863,-5916.662,123.94071
-206.11,-5161.471,110.635605
-85.736046,-3853.2341,123.67638
-276.39694,-4447.0737,119.68881
-206.69221,-2503.1729,140.84395
81.27347,1042.6887,166.88852
-171.31476,-3221.693,121.4889
-52.15488,-274.66336,148.10796
-2.7004995,-2743.2715,148.4867
-268.91956,-2156.8628,156.61426
-517.5079,-5642.385,121.33654
-259.86926,-5520.526,121.03824
-178.57068,-2666.9326,148.48503
153.761,-1744.0269,144.76958
-135.15135,-694.07874,153.41336
-144.71484,-1402.7617,124.29303
-319.40198,-3740.4797,130.12924
-127.25455,-1804.9285,150.5962
-144.87163,-2020.459,160.51266
-227.49736,-2063.7202,136.56046
-118.02785,-2676.2002,133.3239
-101.90461,-1222.9211,153.78323
-47.817722,1327.0966,161.68393
-56.815327,-529.5853,161.89551
57.043655,-704.98157,142.88118
-200.58109,-2801.4204,116.30626
-36.148277,-866.99646,136.91585
-378.55893,-5326.589,136.21733
-113.7012,-3321.638,105.50726
65.340294,-322.83865,142.18071
-76.811516,-1404.0898,133.0032
49.18526,-817.57227,131.89503
112.77301,121.2747,140.37476
-193.57034,-2934.2458,146.63153
-317.20892,-4255.402,124.689156
-203.42395,-2150.9414,129.94229
-204.20877,-2286.981,158.46605
-542.2539,-6582.6245,121.15742
-334.57443,-4237.383,120.13186
-218.20882,-1015.98584,174.97633
-24.750055,740.4219,174.90366
-40.71358,-1787.0525,136.50893
-154.24313,-1981.5466,113.42577
-367.40485,-5965.3804,154.02554
-132.22946,-2355.4014,144.1085
-381.3496,-5376.123,128.59338
-115.33501,-2288.7444,124.574554
59.942333,-307.79227,142.09775
-318.02203,-4798.671,118.286545
-215.08289,-4832.214,130.2964
-36.87218,526.8452,153.52429
-303.21243,-4396.4307,140.93042
-224.75996,-1499.1079,122.83014
-413.36624,-4502.0234,144.03789
-204.5295,-2270.6953,127.555626
-180.5686,-2883.8262,140.50636
-160.23557,-950.4844,178.0497
-86.2277,-532.1035,129.5576
-513.4273,-5599.048,131.39679
-4.613517,-471.8102,137.53928
27.86505,-99.58755,148.55617
-82.44822,-1672.9595,139.1417
-55.10877,-1013.51733,136.52377
-156.41812,-2197.3066,146.89514
-67.34864,-803.01965,141.69327
-123.13937,-4531.1963,115.53075
122.07434,607.0062,151.11797
-153.42133,-3522.8005,131.0915
-89.2813,-641.32495,136.43521
-197.62802,-3003.6235,131.39267
-158.99974,-1975.2847,141.37228
-34.22605,-403.97293,137.82559
-49.548656,-646.4546,126.1477
42.279545,842.7488,155.94594
-97.38181,-1331.4934,136.3867
72.92357,846.8225,160.02173
59.94588,610.12103,156.6827
-163.6314,-2396.7502,123.65649
-235.87572,-2514.0002,133.87503
-96.139244,-1896.8137,136.32976
206.36913,1424.419,160.52261
-238.99358,-2849.2332,143.2934
-54.76125,-619.89197,156.13982
-294.9145,-4333.5,162.90077
-157.25632,-1976.915,142.12567
-49.10407,-244.92921,133.7414
-141.65565,-789.5532,156.08331
-125.68944,-2769.6616,122.9708
87.4978,592.46735,164.45778
-143.37611,-5119.6113,104.227905
-190.34444,-3996.7034,116.99766
36.281025,876.7357,156.70381
-269.8652,-2806.2942,140.84308
-269.03217,-3254.8865,141.82578
-326.94125,-5774.995,123.83851
-315.1579,-5090.158,117.710236
-322.0657,-2755.9158,145.29715
-101.292694,-1164.208,130.56656
58.064262,-683.34937,133.52342
13.311556,-519.92896,156.5372
174.70734,547.0373,146.73729
163.45555,1279.0337,166.9067
-38.309883,-2265.4517,129.68913
-288.80933,-3060.3748,123.84419
-114.45364,-2154.6387,123.144455
-147.5446,-1194.082,141.27786
-153.19856,-2259.8745,145.63326
-120.44437,-2863.2507,136.05272
14.859444,-677.2539,131.52214
-267.23566,-3632.1746,148.69792
-416.81677,-4392.046,117.56154
-217.13795,-5119.766,121.22828
-320.73282,-5678.9795,133.86043
-237.74284,-3475.5623,137.4192
-192.89545,-944.20544,137.65532
-277.23596,-5515.7515,128.37514
-14.532184,-1518.5955,136.2982
51.44523,94.53336,140.40288
-191.06866,-2106.8987,123.86828
-278.98785,-5026.559,115.93302
11.736698,-2203.296,147.19633
-132.79468,-2294.791,155.77583
-39.229446,-973.23804,133.08173
-317.47778,-4810.376,109.98514
-392.53244,-4933.5723,135.06953
-411.9321,-5603.7275,133.53676
-266.92026,-4666.951,122.28731
-451.18845,-6057.497,128.66563
-377.05487,-5411.258,131.15291
-217.11314,-3177.2002,140.08836
46.709812,652.23706,156.5097
-461.56967,-6388.6196,116.717445
-532.73944,-9565.452,119.16653
-160.31747,-2747.5054,158.78976
79.33875,-1273.6997,137.74623
-20.162725,-735.01624,142.12009
-91.833694,-1049.5205,120.30689
91.88574,-715.76965,135.88814
-277.47443,-4965.279,92.32361
-193.11987,-1348.2952,133.90576
-25.560205,-1355.7646,127.67962
-296.3928,-2372.9807,135.01505
-176.81352,-2426.6606,167.04617
-101.20464,-1805.8354,149.27184
-453.1153,-6872.35,126.33987
97.25521,1985.5221,162.3909
-66.39112,-1079.3917,144.99825
-157.53346,-282.8467,176.6288
95.802124,77.89622,135.87473
-154.19247,-1936.9756,146.44412
-282.38898,-2862.7847,141.51074
59.438297,-102.64706,136.25516
-146.37881,-1358.356,171.89925
-226.94725,-6297.5415,124.47567
-87.9279,-2141.9495,128.4484
-92.54,-336.68143,166.52643
-234.21716,-2974.156,150.01695
-155.83157,-1877.8801,131.72081
-261.06616,-2136.1062,180.97388
-181.47334,-1958.5378,125.95618
-133.5827,-714.9497,138.77303
34.00025,954.88074,151.97363
-116.53607,-1628.7166,142.16397
-232.17236,-2498.6062,140.83095
-465.886,-4851.709,118.970825
-44.101444,1010.4133,155.31172
-134.59268,-1673.1355,122.35173
-355.95895,-4228.6636,129.65729
-162.47234,-1747.3857,129.14085
29.656878,-161.55507,135.44629
-266.3429,-5399.4526,135.75148
-211.65662,-2998.6797,121.78553
-119.78084,-1341.1201,131.31471
-231.08759,-3933.6082,128.74161
-158.18933,-2206.6326,125.62649
-9.045838,132.3944,147.74472
-333.9671,-5346.628,140.4336
-124.33673,-1258.9343,137.85413
-137.3764,-3358.8254,129.02061
-56.789867,-813.11523,151.82051
42.27032,177.3521,142.2786
6.612936,-403.71182,144.61923
-98.59425,-1446.6279,133.9831
100.35002,971.07574,151.47887
-242.34773,-2712.009,119.13653
3.0523634,393.85446,155.32019
159.57812,1349.2545,152.0154
-72.8598,-796.8795,149.55234
-630.8663,-8625.351,138.55957
-154.02101,-2577.5767,154.81822
-205.19531,-3993.827,127.12716
-91.199646,-455.6796,146.34734
-261.89178,-3243.9187,139.99524
-54.44121,-1212.8081,113.34784
-12.116134,-14.415855,141.62558
-302.78925,-3232.9766,133.46426
-237.22878,-2396.2393,116.07463
-16.08595,-3722.242,124.70918
-225.07942,-3178.5952,113.340996
20.82444,-121.0693,141.90128
-346.93585,-8327.523,107.575554
-5.521802,239.30241,164.26765
-146.6967,-1470.7839,150.2686
105.39913,955.29865,150.97119
-27.725267,-1582.616,132.86983
-68.275604,-1247.9878,132.71729
-35.8299,-1405.1321,145.3218
-95.95989,-605.6273,137.97305
-18.39691,-1868.166,138.20822
-101.973305,-1060.3391,139.90121
-51.567783,-1754.4382,129.541
6.2539787,736.2376,148.0986
-69.02117,-1237.5715,144.305
-216.76476,-1976.3889,175.92828
-185.02354,-2307.9792,127.53368
105.30942,53.126503,133.22842
-179.87617,-1827.2498,160.18495
-194.95566,-1144.7487,143.89395
-213.58705,-2590.729,164.38121
-8.716405,-253.78493,138.02065
-323.14307,-3841.931,126.11052
-227.0014,-3965.0354,130.80775
93.99143,-948.8783,143.96829
-164.19283,-2852.6726,118.8238
-114.96858,-1752.987,134.0069
-78.34496,-847.4027,134.93037
-194.00307,-3835.323,130.68839
-287.52966,-3884.9685,138.29822
-169.53476,-2195.1448,141.37326
-223.58388,-4665.5796,121.77619
98.83409,482.80405,135.10391
-52.53989,467.5381,145.66655
33.247684,-103.08144,162.98055
-248.94823,-4142.912,134.30052
-321.8819,-4769.453,148.99211
-107.84099,-3534.9104,137.69441
-135.82172,-977.9944,171.64372
-219.4123,-4396.278,125.4527
-311.66534,-3911.2004,123.35024
67.04878,1066.8812,156.03503
-274.9126,-3886.6643,122.03687
-128.457,-3878.006,131.60649
-78.89193,-1460.9011,154.31764
-55.38644,-134.0663,136.8392
90.47482,1180.1296,144.6322
-175.97528,-3501.7546,136.53987
-77.052,-1496.0596,131.68002
-323.73914,-4338.2256,128.85521
-91.62378,-1132.0038,139.40565
-303.49567,-4163.995,117.11924
-55.434086,-2283.2734,152.02783
-60.455868,-1788.096,137.97661
-133.40982,-2010.1895,135.15404
-74.79411,-968.1072,144.14873
-96.75359,-1341.6409,122.34586
-136.59474,-1327.0767,150.65816
-148.46225,-1452.8538,137.37956
-59.510113,-824.9795,163.27469
-194.90211,-3123.4626,120.570786
-46.268055,-1754.0808,124.21138
-475.60785,-6395.864,112.182625
-118.29201,-1104.9158,138.35533
-96.62473,-809.5028,139.428
-106.90748,-984.3043,124.29726
-92.06372,-2438.7957,125.634735
-63.5339,-2454.2212,127.03589
59.767044,1034.2302,178.05586
-482.26062,-6336.7754,128.10603
-109.11311,-635.24866,126.72849
-130.57811,-1133.5084,159.51437
116.59539,1334.0125,161.37541
-92.6358,-1434.4531,142.03525
-313.4117,-5392.73,101.43492
-161.59035,-2674.3535,131.93602
-267.07803,-3650.3928,144.272
-162.67708,-4099.9375,134.22574
-194.54425,-1882.0115,129.11218
-180.30959,-4528.06,132.83705
-192.86723,-3994.132,109.808075
-264.52036,-2759.1182,125.48374
-276.77426,-2327.4565,157.53105
0.16577622,-2593.6394,126.99014
-147.2435,-1529.3499,164.13646
-634.7226,-9198.295,121.381996
-147.80138,-2362.1492,126.893074
-41.130203,-765.2666,130.53212
-25.041689,195.9182,159.20808
-76.10657,-4387.23,135.21716
-155.07362,-2799.997,123.0484
-255.60591,-3754.493,129.62363
-240.58623,-5448.2827,107.8966
-379.9762,-3860.3557,135.51256
-340.7477,-3877.9548,127.92149
-111.10109,-956.7102,140.37816
-70.29101,-1053.6176,140.70326
-111.14361,-2178.5786,124.37175
-243.3087,-6296.053,101.504745
-109.727264,-2674.4482,153.80391
-147.94057,-2208.4114,131.34183
-96.37,-1511.2998,130.07616
-109.8625,-1428.0237,127.84398
-82.44312,-788.83704,132.5397
-270.8057,-5073.072,99.289925
-177.0018,-2222.4695,142.3767
-580.59436,-7097.273,107.97843
-76.68268,-2349.1807,150.05977
-216.47003,-2458.5247,119.65933
-213.19322,-2726.5256,126.09518
-223.78993,-1897.2446,129.15987
-177.33772,-2242.8293,115.74609
-524.5044,-9187.82,105.46874
36.17377,-1398.4392,142.08571
-193.15009,-1820.815,143.23051
293.47638,1886.9733,150.17781
-50.07375,-1478.3684,125.31477
-159.78142,-3080.9128,129.85417
-264.91217,-2656.507,142.50002
-12.190782,476.28827,143.0986
-83.5447,-1395.0759,135.71956
-275.44373,-2760.8057,130.92155
-210.64789,-793.1344,144.4039
-262.67105,-1733.594,142.26743
-70.57661,-737.12244,162.0579
-19.084646,-1848.9622,145.36652
-200.0141,-634.4912,125.17971
-512.10175,-6812.421,125.154884
141.91919,-662.43555,152.4147
-116.05751,-2138.4287,155.87494
-191.01451,-3672.8035,133.48595
28.595617,-116.253075,140.27164
52.73086,-426.61942,140.02547
-90.59408,-982.34326,141.83563
-278.29065,-7160.4077,121.13651
148.06662,745.2874,147.06984
-303.4835,-5345.636,105.75232
-355.4946,-4744.324,130.93436
-22.855562,539.30334,126.71248
-312.43716,-5289.992,106.74129
-487.85507,-7217.4766,127.097664
-126.737366,-637.05005,151.27579
17.003763,-297.86502,156.4256
-35.032207,450.6547,138.56943
-173.88895,-3027.9656,127.495514
41.56849,-292.99783,135.05196
-64.9543,-913.6393,136.35608
-31.85119,-1803.3643,131.9979
-271.34006,-6634.75,115.610535
-138.91301,-1464.4368,140.30869
-78.47016,45.32511,152.00955
117.66765,-232.37416,142.38623
-387.43353,-5969.5728,133.36842
-24.9377,-1971.0771,129.36336
-120.08292,-1330.1226,146.26852
-7.7984304,-1215.3381,155.22467
-86.647415,-1077.7505,123.88981
-345.3073,-6035.573,130.62349
-150.24208,-2941.213,144.81805
32.355293,29.851112,154.57684
-403.44565,-6547.0107,117.28125
27.523499,-518.9359,157.18742
-155.23074,-2833.7766,136.7513
-278.53183,-3921.0447,119.34809
11.647321,34.637,138.76476
-323.98276,-6188.885,122.89142
-87.10544,-2016.1807,133.72829
-154.42014,-2591.4756,120.77727
55.632015,-1809.1123,146.15723
-572.9951,-8279.842,127.67432
-587.4382,-7818.268,116.24257
-135.71394,-1600.6318,131.30612
-340.44144,-5829.4214,126.59026
-146.00781,-2600.8552,136.16183
-92.91733,-2508.6292,150.54854
-133.1048,-1314.9136,154.32062
-169.70602,-2726.7466,153.5064
-162.5258,-2905.952,157.36327
-81.03805,-1090.2607,145.60919
-252.48955,-4210.094,127.74109
32.178925,-2963.3225,136.53575
-58.463673,-840.9719,154.67357
-164.26932,-1654.0115,161.95299
-262.35052,-3360.5515,156.26524
-160.27347,-1855.9998,138.37117
-353.88516,-6400.819,133.34319
-14.450393,-198.90883,165.11372
-705.54913,-9735.881,132.95879
-99.477936,-2691.1934,142.22983
-373.18988,-6270.9556,117.59727
-55.70708,-1943.8013,120.96631
14.551646,-251.10036,138.41148
-326.37695,-4418.2905,129.62161
-86.863014,-579.31274,147.62141
-116.07559,-1519.0825,159.2054
-350.20288,-4773.705,128.70694
13.867843,-2690.3625,115.01789
-52.830875,-1748.0164,140.4654
98.08452,657.9307,151.88559
0.19760033,-1340.625,132.10138
-54.366337,-338.0247,151.04303
-234.75711,-2916.3591,128.28032
-257.9415,-3653.9949,136.9043
-190.24684,-4331.0923,115.28197
23.137245,-2163.4683,123.737015
-228.28282,-5491.3584,111.89584
-310.2634,-2634.563,142.92049
1.8308582,-489.4623,160.4289
-322.47195,-3913.7634,135.91121
-143.3447,-1254.1067,128.31227
-309.34958,-1877.2458,150.82799
-213.12642,-3591.34,138.34192
-338.67593,-2948.0483,125.147385
-22.489649,-3299.2722,123.56327
-32.92228,-2133.9836,123.0658
-195.5226,-1324.4644,153.06778
-223.02051,-2781.8208,142.33897
59.497456,514.14624,146.01917
-59.60731,-0.79085505,134.80315
-169.67912,-1388.7388,131.45958
-148.61154,-1142.2817,136.66733
65.89343,782.2763,178.63362
-293.6125,-3647.3616,122.25233
-231.6795,-2048.3213,159.54677
-186.11269,-1322.9897,127.180626
-161.5991,-1970.3599,138.48628
-202.39468,-3633.9602,129.8901
-48.119106,-206.68202,137.78268
-6.4921904,102.742714,140.19238
-210.75517,-3051.0527,156.89476
-574.639,-9827.94,127.96349
-69.75201,-2469.5327,117.372
-121.8784,-2497.896,127.768906
12.998748,-1765.3154,128.47105
-170.70718,-3771.9138,122.735695
-323.69437,-2665.4456,150.61665
-420.60498,-4854.258,130.60074
-48.05112,-1662.4641,134.00722
-258.8567,-1542.0896,138.88103
-551.93445,-10397.818,111.95095
-273.23788,-3298.842,136.8009
-178.32608,-2408.2034,125.040245
-204.10083,-2512.1602,136.8948
-237.23799,-2455.1284,141.02782
-333.27753,-5684.3584,121.90728
-168.88914,-1910.9683,137.7399
-200.1991,-5240.6313,121.43192
-270.72815,-5690.493,105.3021
-399.78824,-5697.701,145.56512
-193.32857,-4572.4546,139.49684
-16.357447,640.87115,160.6312
-106.821236,-1940.4143,143.44458
-349.71234,-5550.6074,126.75881
-292.30405,-5941.7695,114.62071
18.451443,628.7779,142.6275
53.259716,1174.0762,147.18687
-480.58707,-7392.904,128.38332
19.060879,-1577.3005,122.178925
17.186024,-947.1168,136.17448
116.691795,-1434.0027,119.51093
-39.04948,232.10637,160.07463
-197.73927,-2799.6758,135.19708
-447.00595,-5862.4307,121.428795
-521.7485,-7288.3413,98.88029
-87.85912,-1693.355,139.20967
-41.014782,-1165.4308,166.32657
-265.46344,-2546.4028,137.9743
-94.553474,-3296.574,149.28499
-155.69145,-1493.2004,153.81122
-127.96417,-3058.2537,108.343994
-310.06332,-3258.6487,138.46582
-93.73726,-485.85403,144.60019
-104.23115,-999.4269,161.67409
-240.40645,-2177.78,123.4169
-240.9199,-1761.9937,145.07524
-204.3947,-3091.754,129.47667
-112.74025,-455.2642,144.90552
-158.32771,-3320.6907,117.449715
-19.962896,-2360.862,135.64667
1.074297,760.37427,135.4242
81.18526,632.5008,144.72421
-106.056694,-809.62427,157.24026
-94.47507,-1380.8242,161.81172
174.77623,247.0576,141.09872
-35.998215,-2446.566,133.99515
-283.89847,-3245.5154,120.87726
-212.8749,-3213.67,150.25465
112.86477,2330.244,161.61757
-97.107994,-1987.4231,144.20746
-124.951614,-2071.4973,120.395035
-70.011,-2358.6863,141.42696
-122.33775,-1884.6128,149.3775
-518.6355,-8251.036,111.16369
107.14421,990.3297,144.23651
25.56371,-15.860252,137.49023
-166.58011,-2864.1934,159.66388
-113.913055,-1275.6155,142.97743
52.880917,-2542.979,137.50035
-481.3238,-6193.378,103.95701
-435.15872,-5028.031,116.808426
-275.88547,-5508.5835,146.14455
-373.1792,-4696.1797,125.35799
4.9094276,-493.2974,167.27213
-33.266403,-1695.6404,138.1794
-112.62753,-1683.842,128.47137
-189.52711,-2426.3499,127.75954
-52.636395,-2037.9172,132.69844
37.99088,-551.01526,158.57925
-264.0284,-3645.363,119.58342
-65.111694,-100.23208,137.11299
-166.5161,-3430.555,136.54604
-137.56013,-247.52174,148.34984
-167.16937,-1061.3186,130.65552
-154.2762,-2992.4717,132.1986
-109.20931,-1213.5806,137.51424
37.862675,199.49083,147.512
-344.87646,-5680.795,142.82323
-8.093221,-1058.8286,135.46254
-127.4301,-1492.0701,135.28271
-62.835003,-297.88272,132.00992
-135.21938,-981.48987,149.17505
-97.075966,-2484.3945,117.159676
88.11166,625.39294,142.8264
-42.04343,-2779.512,123.715164
-96.60863,-2792.3064,103.974495
-419.78708,-3935.031,122.37831
-144.09329,-1594.3154,144.06352
-85.29538,-242.51845,157.377
-259.8752,-2526.6729,143.1139
-244.09117,-3724.6946,139.30553
-209.13425,-1527.3696,144.28534
-161.82103,-4039.3572,119.29445
72.659225,-2014.1929,120.09289
-204.02678,-1438.6746,145.65254
-205.34488,-3580.4773,120.25306
-343.10486,-3929.3152,125.85542
-541.6792,-7195.125,125.38321
-248.28792,-2470.504,126.917885
-134.30853,-572.64355,143.11383
55.86245,529.431,153.62646
-264.1834,-3736.0217,122.62232
-138.35548,-1153.2422,133.9007
-79.54366,-2098.3132,130.3431
-6.273013,-233.94069,178.68121
-323.34433,-5535.239,111.39927
-99.875565,-544.19714,138.93288
-197.224,-4736.958,122.77023
-181.19078,-1580.4607,134.61375
-313.67834,-4823.215,117.9471
-120.53671,-2566.717,119.00451
22.298277,-844.22766,144.07002
12.278749,482.7055,143.47745
-300.08316,-4295.5825,128.75755
-7.560027,1.2955097,128.15329
-260.79703,-5691.7573,109.76398
-228.80228,-5279.8887,118.07923
-436.05496,-5654.899,132.22061
-302.85376,-5078.145,94.79706
-164.53526,-2110.9475,174.2357
-11.971858,-5099.1514,110.45277
-177.81819,-2090.668,143.97885
-314.02164,-5374.951,120.707634
8.845429,239.95232,165.07211
-35.878048,-2445.5208,131.90349
-103.75299,-1675.9512,119.6714
-59.76842,-658.81494,145.4882
-373.11935,-3831.1487,114.92425
-333.94156,-5069.8975,131.71062
-28.846548,54.485573,140.4482
-287.72583,-4716.115,100.0946
-169.32715,-1316.978,150.10904
78.28897,225.38823,144.05869
-98.986755,-2627.2266,148.36418
-204.22002,-2976.0476,145.0805
-392.08826,-5553.29,129.53195
-105.78068,-1756.156,141.56253
-92.85946,-966.7776,143.58316
-280.86688,-3548.8293,150.23593
-147.70508,-3095.1516,113.22563
-73.8879,246.73485,160.94038
94.50087,-1223.979,131.91597
-41.53994,-2331.9683,125.868706
11.850586,-651.9514,132.85541
-403.39542,-5812.455,120.09269
-5.6892786,-3309.6594,122.71803
81.812035,669.205,175.98338
-307.21597,-5336.531,118.7097
-245.45851,-4039.676,132.67526
-255.32979,-4765.4404,130.96367
-394.2965,-6388.2715,141.93103
-75.12201,-1775.7388,148.62901
32.562916,-421.57523,138.36015
-35.286495,38.15635,159.82837
-135.34023,-1793.3213,138.56024
-37.24621,172.53178,144.88957
-134.81808,-3531.2742,128.5144
-165.70004,-2830.9617,141.78734
-3.691556,596.8394,149.50092
-194.37282,-5889.234,122.31785
-54.099377,93.1132,141.00871
-111.52548,-2707.425,140.1875
-265.89053,-3774.6707,103.58986
-67.57393,-1468.2129,132.42891
-200.90843,-1951.582,132.12364
-203.86911,-3305.448,133.48505
-79.099365,-2748.834,112.00398
-384.04242,-6995.8,110.5862
-104.278275,-406.10477,147.19736
-38.279137,-1450.7178,134.70123
34.763985,-671.4518,134.91528
-36.911343,-90.10378,154.98116
-255.97993,-3510.7898,136.30995
-186.81453,-2762.0193,153.66895
-224.48611,-3792.4255,136.60504
-213.11168,-4026.5525,130.49278
97.10232,-1026.0021,125.12673
-315.98285,-3584.6243,138.36429
-334.9784,-5469.3345,132.45186
-275.2968,-9378.909,75.78194
-232.36128,-2212.9326,143.11685
-537.101,-8662.57,107.354195
190.62624,878.98267,151.79263
-39.336426,-92.76894,142.31293
-8.626946,-627.59705,148.09555
-128.03792,-3102.381,115.69813
-17.619085,-865.6731,123.827644
-474.14627,-6049.641,112.6346
81.34817,1675.2126,151.12091
16.052372,-407.19717,142.16855
-73.50387,-561.91296,135.9184
-146.15376,-1474.051,144.0116
-404.9453,-6033.3145,109.49318
26.79907,-252.32558,157.35513
-188.06407,-3311.8254,138.02187
110.86421,1642.8817,167.62662
16.281841,-2468.3184,127.848145
